date,url,marketing_segment,page_visits,unique_visitors,return_visitors,bounce_rate,avg_session_duration,conversion_rate,conversions
2024-03-10,https://example.com/product-page,Email Marketing,71,43,14,0.282,4.55,0.0647,3
2024-03-10,https://example.com/product-page,Organic Search,234,165,29,0.434,3.4,0.0371,6
2024-03-10,https://example.com/product-page,Paid Search,126,81,11,0.417,2.58,0.0579,5
2024-03-10,https://example.com/product-page,Referral,33,21,3,0.488,3.0,0.0265,1
2024-03-10,https://example.com/product-page,Social Media,131,103,20,0.58,1.6,0.0181,2
2024-03-10,https://example.com/product-page,Video Ads,15,11,0,0.54,7.17,0.014,0
2024-03-11,https://example.com/product-page,Direct Traffic,199,143,32,0.36,4.14,0.0211,3
2024-03-11,https://example.com/product-page,Display Ads,39,28,1,0.759,1.84,0.0062,0
2024-03-11,https://example.com/product-page,Email Marketing,126,79,34,0.276,6.53,0.0228,2
2024-03-11,https://example.com/product-page,Organic Search,537,349,116,0.47,2.72,0.0159,6
2024-03-11,https://example.com/product-page,Paid Search,256,199,19,0.296,3.62,0.0376,7
2024-03-11,https://example.com/product-page,Referral,79,58,4,0.487,3.6,0.0129,1
2024-03-11,https://example.com/product-page,Social Media,249,182,50,0.684,2.13,0.021,4
2024-03-11,https://example.com/product-page,Video Ads,26,15,1,0.591,5.79,0.0157,0
2024-03-12,https://example.com/product-page,Direct Traffic,127,95,29,0.265,4.55,0.02,2
2024-03-12,https://example.com/product-page,Display Ads,28,17,0,0.701,1.34,0.006,0
2024-03-12,https://example.com/product-page,Email Marketing,64,39,20,0.268,5.58,0.0594,2
2024-03-12,https://example.com/product-page,Organic Search,381,255,50,0.36,2.87,0.0326,8
2024-03-12,https://example.com/product-page,Paid Search,187,141,16,0.364,3.0,0.0578,8
2024-03-12,https://example.com/product-page,Referral,45,33,5,0.406,2.77,0.03,1
2024-03-12,https://example.com/product-page,Social Media,130,82,9,0.56,1.49,0.0221,2
2024-03-12,https://example.com/product-page,Video Ads,20,15,0,0.488,6.4,0.0109,0
2024-03-13,https://example.com/product-page,Direct Traffic,115,76,43,0.304,4.71,0.0263,2
2024-03-13,https://example.com/product-page,Display Ads,30,18,1,0.686,1.43,0.0101,0
2024-03-13,https://example.com/product-page,Email Marketing,80,53,17,0.249,3.87,0.036,2
2024-03-13,https://example.com/product-page,Organic Search,471,357,70,0.368,4.7,0.0327,12
2024-03-13,https://example.com/product-page,Paid Search,270,194,20,0.302,2.99,0.0414,8
2024-03-13,https://example.com/product-page,Referral,55,39,8,0.369,2.46,0.0259,1
2024-03-13,https://example.com/product-page,Social Media,187,142,32,0.527,2.11,0.0116,2
2024-03-13,https://example.com/product-page,Video Ads,26,18,0,0.516,6.19,0.0121,0
2024-03-14,https://example.com/product-page,Direct Traffic,172,125,33,0.334,3.31,0.0372,5
2024-03-14,https://example.com/product-page,Display Ads,42,32,1,0.607,1.6,0.0115,0
2024-03-14,https://example.com/product-page,Email Marketing,105,83,41,0.211,6.16,0.0345,3
2024-03-14,https://example.com/product-page,Organic Search,510,393,132,0.44,4.37,0.0359,14
2024-03-14,https://example.com/product-page,Paid Search,302,196,24,0.323,2.3,0.0522,10
2024-03-14,https://example.com/product-page,Referral,52,32,3,0.531,3.9,0.0246,1
2024-03-14,https://example.com/product-page,Social Media,191,146,35,0.651,1.9,0.0193,3
2024-03-14,https://example.com/product-page,Video Ads,25,19,1,0.465,7.86,0.0133,0
2024-03-15,https://example.com/product-page,Direct Traffic,181,117,57,0.275,3.34,0.026,3
2024-03-15,https://example.com/product-page,Display Ads,61,44,2,0.707,1.49,0.0055,0
2024-03-15,https://example.com/product-page,Email Marketing,180,111,35,0.208,5.5,0.0615,7
2024-03-15,https://example.com/product-page,Organic Search,660,435,115,0.339,3.22,0.0306,13
2024-03-15,https://example.com/product-page,Paid Search,404,312,35,0.305,3.26,0.0285,9
2024-03-15,https://example.com/product-page,Referral,105,67,10,0.499,3.44,0.0223,1
2024-03-15,https://example.com/product-page,Social Media,311,196,37,0.603,1.49,0.0142,3
2024-03-15,https://example.com/product-page,Video Ads,35,26,1,0.402,6.6,0.0079,0
2024-03-16,https://example.com/product-page,Direct Traffic,121,93,55,0.321,4.48,0.0361,3
2024-03-16,https://example.com/product-page,Display Ads,31,22,0,0.679,1.23,0.0063,0
2024-03-16,https://example.com/product-page,Email Marketing,83,57,24,0.251,6.75,0.0268,2
2024-03-16,https://example.com/product-page,Organic Search,307,230,30,0.354,4.71,0.0242,6
2024-03-16,https://example.com/product-page,Paid Search,240,153,22,0.357,2.45,0.0436,7
2024-03-16,https://example.com/product-page,Referral,63,45,6,0.536,3.28,0.0109,0
2024-03-16,https://example.com/product-page,Social Media,155,103,13,0.498,1.87,0.0135,1
2024-03-16,https://example.com/product-page,Video Ads,22,14,0,0.457,7.22,0.0091,0
2024-03-17,https://example.com/product-page,Direct Traffic,101,77,30,0.269,5.66,0.0186,1
2024-03-17,https://example.com/product-page,Display Ads,28,19,0,0.63,1.37,0.005,0
2024-03-17,https://example.com/product-page,Email Marketing,62,37,10,0.238,6.15,0.0288,1
2024-03-17,https://example.com/product-page,Organic Search,325,236,33,0.451,3.8,0.0171,4
2024-03-17,https://example.com/product-page,Paid Search,193,137,14,0.408,2.63,0.0521,7
2024-03-17,https://example.com/product-page,Referral,52,38,7,0.396,4.04,0.0188,1
2024-03-17,https://example.com/product-page,Social Media,146,107,27,0.61,2.11,0.0097,1
2024-03-17,https://example.com/product-page,Video Ads,17,11,0,0.527,6.08,0.0072,0
2024-03-18,https://example.com/product-page,Direct Traffic,109,74,39,0.303,4.97,0.0279,2
2024-03-18,https://example.com/product-page,Display Ads,26,15,1,0.682,1.29,0.0104,0
2024-03-18,https://example.com/product-page,Email Marketing,82,58,22,0.219,4.65,0.0389,2
2024-03-18,https://example.com/product-page,Organic Search,334,240,74,0.398,4.79,0.0165,4
2024-03-18,https://example.com/product-page,Paid Search,258,202,23,0.336,3.1,0.0362,7
2024-03-18,https://example.com/product-page,Referral,47,31,3,0.503,3.83,0.0211,1
2024-03-18,https://example.com/product-page,Social Media,156,113,29,0.663,1.81,0.0079,1
2024-03-18,https://example.com/product-page,Video Ads,19,13,0,0.427,6.36,0.0135,0
2024-03-19,https://example.com/product-page,Direct Traffic,182,135,68,0.251,5.77,0.0313,4
2024-03-19,https://example.com/product-page,Display Ads,38,23,1,0.814,1.34,0.0041,0
2024-03-19,https://example.com/product-page,Email Marketing,107,77,17,0.254,4.14,0.0528,4
2024-03-19,https://example.com/product-page,Organic Search,620,395,128,0.457,3.82,0.0303,12
2024-03-19,https://example.com/product-page,Paid Search,306,213,13,0.288,2.61,0.0452,10
2024-03-19,https://example.com/product-page,Referral,85,62,13,0.455,2.55,0.0168,1
2024-03-19,https://example.com/product-page,Social Media,194,144,28,0.609,2.59,0.0154,2
2024-03-19,https://example.com/product-page,Video Ads,28,18,1,0.572,8.03,0.0106,0
2024-03-20,https://example.com/product-page,Direct Traffic,173,108,44,0.252,4.69,0.042,5
2024-03-20,https://example.com/product-page,Display Ads,38,29,1,0.627,1.75,0.0087,0
2024-03-20,https://example.com/product-page,Email Marketing,95,63,30,0.241,6.32,0.0262,2
2024-03-20,https://example.com/product-page,Organic Search,391,255,80,0.459,4.26,0.0286,7
2024-03-20,https://example.com/product-page,Paid Search,243,183,10,0.411,2.03,0.0475,9
2024-03-20,https://example.com/product-page,Referral,50,36,7,0.539,2.54,0.0174,1
2024-03-20,https://example.com/product-page,Social Media,185,112,12,0.71,1.56,0.0206,2
2024-03-20,https://example.com/product-page,Video Ads,24,15,0,0.401,4.38,0.0161,0
2024-03-21,https://example.com/product-page,Direct Traffic,137,97,39,0.246,3.98,0.0236,2
2024-03-21,https://example.com/product-page,Display Ads,25,17,1,0.601,1.4,0.0112,0
2024-03-21,https://example.com/product-page,Email Marketing,68,52,22,0.235,4.39,0.0423,2
2024-03-21,https://example.com/product-page,Organic Search,361,250,92,0.453,2.81,0.0306,8
2024-03-21,https://example.com/product-page,Paid Search,210,140,8,0.405,2.85,0.0526,7
2024-03-21,https://example.com/product-page,Referral,41,30,4,0.394,2.76,0.0201,1
2024-03-21,https://example.com/product-page,Social Media,129,83,12,0.629,2.47,0.0135,1
2024-03-21,https://example.com/product-page,Video Ads,17,13,0,0.583,4.37,0.017,0
2024-03-22,https://example.com/product-page,Direct Traffic,142,107,30,0.296,5.42,0.0256,3
2024-03-22,https://example.com/product-page,Display Ads,49,38,4,0.589,1.91,0.0061,0
2024-03-22,https://example.com/product-page,Email Marketing,104,65,18,0.246,5.87,0.0388,3
2024-03-22,https://example.com/product-page,Organic Search,539,373,85,0.38,4.33,0.034,13
2024-03-22,https://example.com/product-page,Paid Search,306,216,12,0.361,3.53,0.0576,12
2024-03-22,https://example.com/product-page,Referral,79,55,5,0.439,2.64,0.0144,1
2024-03-22,https://example.com/product-page,Social Media,217,165,31,0.484,2.72,0.0205,3
2024-03-22,https://example.com/product-page,Video Ads,25,17,1,0.599,7.22,0.0091,0
2024-03-23,https://example.com/product-page,Direct Traffic,94,66,20,0.305,5.11,0.0515,3
2024-03-23,https://example.com/product-page,Display Ads,27,17,1,0.693,1.37,0.0088,0
2024-03-23,https://example.com/product-page,Email Marketing,80,57,22,0.295,5.34,0.0228,1
2024-03-23,https://example.com/product-page,Organic Search,364,257,64,0.345,4.15,0.0134,3
2024-03-23,https://example.com/product-page,Paid Search,150,109,14,0.306,3.0,0.0259,3
2024-03-23,https://example.com/product-page,Referral,50,33,7,0.505,3.59,0.0138,0
2024-03-23,https://example.com/product-page,Social Media,127,95,27,0.543,1.57,0.019,2
2024-03-23,https://example.com/product-page,Video Ads,20,13,0,0.56,5.66,0.0087,0
2024-03-24,https://example.com/product-page,Direct Traffic,90,65,15,0.273,4.32,0.0514,3
2024-03-24,https://example.com/product-page,Display Ads,24,17,0,0.569,1.28,0.0091,0
2024-03-24,https://example.com/product-page,Email Marketing,71,54,18,0.252,4.18,0.0537,3
2024-03-24,https://example.com/product-page,Organic Search,314,205,76,0.351,2.98,0.0179,4
2024-03-24,https://example.com/product-page,Paid Search,132,84,5,0.386,2.58,0.0557,5
2024-03-24,https://example.com/product-page,Referral,45,30,6,0.475,3.19,0.0234,1
2024-03-24,https://example.com/product-page,Social Media,134,97,12,0.702,1.55,0.0205,2
2024-03-24,https://example.com/product-page,Video Ads,17,11,0,0.557,7.86,0.0175,0
2024-03-25,https://example.com/product-page,Direct Traffic,169,112,43,0.262,5.22,0.0219,2
2024-03-25,https://example.com/product-page,Display Ads,34,25,2,0.784,1.71,0.0048,0
2024-03-25,https://example.com/product-page,Email Marketing,117,80,24,0.264,4.18,0.0587,5
2024-03-25,https://example.com/product-page,Organic Search,462,343,119,0.427,4.04,0.0342,12
2024-03-25,https://example.com/product-page,Paid Search,217,161,11,0.397,2.85,0.0434,7
2024-03-25,https://example.com/product-page,Referral,65,49,6,0.463,4.13,0.0173,1
2024-03-25,https://example.com/product-page,Social Media,223,170,35,0.592,2.41,0.0173,3
2024-03-25,https://example.com/product-page,Video Ads,21,13,0,0.527,6.48,0.0097,0
2024-03-26,https://example.com/product-page,Direct Traffic,155,96,45,0.276,5.45,0.0258,2
2024-03-26,https://example.com/product-page,Display Ads,41,26,2,0.611,1.19,0.0079,0
2024-03-26,https://example.com/product-page,Email Marketing,91,67,13,0.262,3.69,0.0322,2
2024-03-26,https://example.com/product-page,Organic Search,403,278,86,0.357,4.23,0.0246,7
2024-03-26,https://example.com/product-page,Paid Search,260,188,16,0.291,2.13,0.0583,11
2024-03-26,https://example.com/product-page,Referral,53,40,4,0.36,2.46,0.0268,1
2024-03-26,https://example.com/product-page,Social Media,209,145,42,0.626,2.41,0.0216,3
2024-03-26,https://example.com/product-page,Video Ads,26,18,0,0.472,5.35,0.0157,0
2024-03-27,https://example.com/product-page,Direct Traffic,158,108,41,0.33,4.85,0.0299,3
2024-03-27,https://example.com/product-page,Display Ads,38,28,3,0.665,1.88,0.0105,0
2024-03-27,https://example.com/product-page,Email Marketing,143,101,31,0.249,4.63,0.064,6
2024-03-27,https://example.com/product-page,Organic Search,644,498,157,0.385,3.16,0.0362,18
2024-03-27,https://example.com/product-page,Paid Search,349,255,19,0.371,2.14,0.0473,12
2024-03-27,https://example.com/product-page,Referral,93,57,7,0.424,2.49,0.0142,1
2024-03-27,https://example.com/product-page,Social Media,273,200,42,0.711,1.55,0.0081,2
2024-03-27,https://example.com/product-page,Video Ads,28,21,0,0.587,4.67,0.0078,0
2024-03-28,https://example.com/product-page,Direct Traffic,131,81,38,0.342,4.32,0.0513,4
2024-03-28,https://example.com/product-page,Display Ads,29,19,1,0.818,1.34,0.0077,0
2024-03-28,https://example.com/product-page,Email Marketing,77,47,12,0.245,5.84,0.061,3
2024-03-28,https://example.com/product-page,Organic Search,389,292,95,0.406,4.64,0.0241,7
2024-03-28,https://example.com/product-page,Paid Search,154,122,14,0.384,3.28,0.0464,6
2024-03-28,https://example.com/product-page,Referral,38,26,3,0.485,3.26,0.0105,0
2024-03-28,https://example.com/product-page,Social Media,132,101,15,0.694,1.6,0.0112,1
2024-03-28,https://example.com/product-page,Video Ads,21,12,0,0.543,6.98,0.0112,0
2024-03-29,https://example.com/product-page,Direct Traffic,193,135,30,0.36,4.13,0.0396,5
2024-03-29,https://example.com/product-page,Display Ads,47,36,3,0.658,1.13,0.0054,0
2024-03-29,https://example.com/product-page,Email Marketing,127,91,19,0.283,6.27,0.0569,5
2024-03-29,https://example.com/product-page,Organic Search,512,398,68,0.432,3.43,0.0216,9
2024-03-29,https://example.com/product-page,Paid Search,234,151,19,0.377,2.33,0.0527,8
2024-03-29,https://example.com/product-page,Referral,59,46,8,0.419,3.91,0.012,1
2024-03-29,https://example.com/product-page,Social Media,172,123,36,0.669,2.61,0.0177,2
2024-03-29,https://example.com/product-page,Video Ads,28,19,0,0.58,5.6,0.0095,0
2024-03-30,https://example.com/product-page,Direct Traffic,115,80,19,0.266,4.11,0.0453,4
2024-03-30,https://example.com/product-page,Display Ads,32,23,1,0.735,1.57,0.0072,0
2024-03-30,https://example.com/product-page,Email Marketing,81,56,22,0.239,5.93,0.0524,3
2024-03-30,https://example.com/product-page,Organic Search,365,275,75,0.478,2.8,0.0359,10
2024-03-30,https://example.com/product-page,Paid Search,248,170,18,0.347,2.96,0.0208,4
2024-03-30,https://example.com/product-page,Referral,63,45,8,0.401,4.07,0.0102,0
2024-03-30,https://example.com/product-page,Social Media,169,121,29,0.572,1.8,0.0191,2
2024-03-30,https://example.com/product-page,Video Ads,19,12,0,0.531,7.72,0.0138,0
2024-03-31,https://example.com/product-page,Direct Traffic,87,58,30,0.249,5.72,0.0278,2
2024-03-31,https://example.com/product-page,Display Ads,27,16,1,0.729,1.29,0.008,0
2024-03-31,https://example.com/product-page,Email Marketing,71,49,13,0.293,5.99,0.0244,1
2024-03-31,https://example.com/product-page,Organic Search,267,192,37,0.456,3.2,0.0173,3
2024-03-31,https://example.com/product-page,Paid Search,153,107,5,0.289,3.2,0.037,4
2024-03-31,https://example.com/product-page,Referral,50,33,2,0.539,3.77,0.0267,1
2024-03-31,https://example.com/product-page,Social Media,104,66,7,0.648,1.78,0.0147,1
2024-03-31,https://example.com/product-page,Video Ads,17,13,0,0.432,7.0,0.013,0
2024-04-01,https://example.com/product-page,Direct Traffic,95,62,32,0.241,5.34,0.0481,3
2024-04-01,https://example.com/product-page,Display Ads,18,12,1,0.608,1.37,0.0065,0
2024-04-01,https://example.com/product-page,Email Marketing,72,55,9,0.284,4.16,0.054,3
2024-04-01,https://example.com/product-page,Organic Search,288,229,36,0.323,2.87,0.034,8
2024-04-01,https://example.com/product-page,Paid Search,138,93,8,0.313,2.93,0.0281,3
2024-04-01,https://example.com/product-page,Referral,40,24,2,0.496,4.12,0.0171,0
2024-04-01,https://example.com/product-page,Social Media,110,85,20,0.621,2.51,0.0222,2
2024-04-01,https://example.com/product-page,Video Ads,12,8,0,0.557,5.96,0.0178,0
2024-04-02,https://example.com/product-page,Direct Traffic,132,79,35,0.33,4.6,0.0253,2
2024-04-02,https://example.com/product-page,Display Ads,26,18,0,0.574,1.3,0.0045,0
2024-04-02,https://example.com/product-page,Email Marketing,99,71,34,0.289,4.15,0.0347,2
2024-04-02,https://example.com/product-page,Organic Search,361,270,38,0.356,3.76,0.0224,6
2024-04-02,https://example.com/product-page,Paid Search,177,118,17,0.357,2.74,0.0376,4
2024-04-02,https://example.com/product-page,Referral,58,36,7,0.476,3.24,0.0224,1
2024-04-02,https://example.com/product-page,Social Media,171,125,21,0.52,2.67,0.021,3
2024-04-02,https://example.com/product-page,Video Ads,17,11,0,0.595,6.59,0.01,0
2024-04-03,https://example.com/product-page,Direct Traffic,157,107,50,0.299,4.79,0.0472,5
2024-04-03,https://example.com/product-page,Display Ads,41,32,2,0.576,1.17,0.0047,0
2024-04-03,https://example.com/product-page,Email Marketing,88,58,26,0.294,6.75,0.0244,1
2024-04-03,https://example.com/product-page,Organic Search,424,303,41,0.414,4.42,0.0251,8
2024-04-03,https://example.com/product-page,Paid Search,207,147,12,0.378,3.43,0.0224,3
2024-04-03,https://example.com/product-page,Referral,59,44,8,0.455,3.04,0.0178,1
2024-04-03,https://example.com/product-page,Social Media,199,145,39,0.68,2.1,0.021,3
2024-04-03,https://example.com/product-page,Video Ads,22,15,0,0.407,6.28,0.0089,0
2024-04-04,https://example.com/product-page,Direct Traffic,217,157,52,0.272,3.67,0.0422,7
2024-04-04,https://example.com/product-page,Display Ads,45,35,2,0.692,1.67,0.0064,0
2024-04-04,https://example.com/product-page,Email Marketing,113,77,21,0.208,6.46,0.0245,2
2024-04-04,https://example.com/product-page,Organic Search,643,433,72,0.433,3.03,0.0264,11
2024-04-04,https://example.com/product-page,Paid Search,332,208,28,0.335,2.11,0.0534,11
2024-04-04,https://example.com/product-page,Referral,91,65,8,0.409,3.66,0.0182,1
2024-04-04,https://example.com/product-page,Social Media,240,151,15,0.481,1.81,0.0168,3
2024-04-04,https://example.com/product-page,Video Ads,36,22,1,0.544,6.66,0.0168,0
2024-04-05,https://example.com/product-page,Direct Traffic,198,136,42,0.34,5.03,0.0451,6
2024-04-05,https://example.com/product-page,Display Ads,50,39,2,0.671,1.34,0.0056,0
2024-04-05,https://example.com/product-page,Email Marketing,139,86,43,0.256,6.18,0.0555,5
2024-04-05,https://example.com/product-page,Organic Search,426,298,109,0.356,3.91,0.025,7
2024-04-05,https://example.com/product-page,Paid Search,286,173,9,0.367,3.42,0.0498,9
2024-04-05,https://example.com/product-page,Referral,69,53,8,0.362,3.71,0.0199,1
2024-04-05,https://example.com/product-page,Social Media,215,135,14,0.597,2.56,0.0094,1
2024-04-05,https://example.com/product-page,Video Ads,35,23,1,0.529,4.42,0.0128,0
2024-04-06,https://example.com/product-page,Direct Traffic,99,66,20,0.35,3.81,0.0347,2
2024-04-06,https://example.com/product-page,Display Ads,31,21,1,0.667,1.13,0.0081,0
2024-04-06,https://example.com/product-page,Email Marketing,95,67,19,0.277,5.02,0.0621,4
2024-04-06,https://example.com/product-page,Organic Search,303,215,55,0.416,4.69,0.0349,8
2024-04-06,https://example.com/product-page,Paid Search,222,170,15,0.41,2.75,0.0381,6
2024-04-06,https://example.com/product-page,Referral,51,32,4,0.432,3.87,0.0191,1
2024-04-06,https://example.com/product-page,Social Media,138,89,12,0.557,1.88,0.0152,1
2024-04-06,https://example.com/product-page,Video Ads,24,18,1,0.577,5.6,0.0122,0
2024-04-07,https://example.com/product-page,Direct Traffic,75,55,22,0.246,5.57,0.0508,3
2024-04-07,https://example.com/product-page,Display Ads,18,14,0,0.598,1.43,0.0092,0
2024-04-07,https://example.com/product-page,Email Marketing,49,30,13,0.208,6.1,0.035,1
2024-04-07,https://example.com/product-page,Organic Search,193,139,24,0.455,3.2,0.0258,4
2024-04-07,https://example.com/product-page,Paid Search,103,62,6,0.281,3.55,0.0451,3
2024-04-07,https://example.com/product-page,Referral,22,16,1,0.515,3.34,0.0228,0
2024-04-07,https://example.com/product-page,Social Media,82,52,15,0.588,2.43,0.0163,1
2024-04-07,https://example.com/product-page,Video Ads,10,7,0,0.401,4.67,0.0081,0
2024-04-08,https://example.com/product-page,Direct Traffic,195,132,70,0.288,4.48,0.0187,2
2024-04-08,https://example.com/product-page,Display Ads,39,30,3,0.612,1.86,0.0067,0
2024-04-08,https://example.com/product-page,Email Marketing,120,85,43,0.262,6.38,0.0417,4
2024-04-08,https://example.com/product-page,Organic Search,453,297,52,0.429,2.77,0.014,4
2024-04-08,https://example.com/product-page,Paid Search,301,203,20,0.348,2.47,0.0526,11
2024-04-08,https://example.com/product-page,Referral,59,36,7,0.367,3.09,0.0169,1
2024-04-08,https://example.com/product-page,Social Media,203,145,39,0.637,1.69,0.0212,3
2024-04-08,https://example.com/product-page,Video Ads,22,17,0,0.568,7.06,0.0079,0
2024-04-09,https://example.com/product-page,Direct Traffic,172,115,60,0.326,3.65,0.0195,2
2024-04-09,https://example.com/product-page,Display Ads,53,34,1,0.792,1.36,0.0079,0
2024-04-09,https://example.com/product-page,Email Marketing,114,73,37,0.22,5.71,0.031,2
2024-04-09,https://example.com/product-page,Organic Search,550,398,141,0.462,3.76,0.0359,14
2024-04-09,https://example.com/product-page,Paid Search,253,175,20,0.325,3.2,0.0204,4
2024-04-09,https://example.com/product-page,Referral,62,49,8,0.362,4.09,0.0183,1
2024-04-09,https://example.com/product-page,Social Media,255,188,23,0.682,1.62,0.0214,4
2024-04-09,https://example.com/product-page,Video Ads,34,26,1,0.588,6.98,0.0106,0
2024-04-10,https://example.com/product-page,Direct Traffic,162,99,33,0.319,3.77,0.0208,2
2024-04-10,https://example.com/product-page,Display Ads,38,23,1,0.625,1.42,0.0064,0
2024-04-10,https://example.com/product-page,Email Marketing,94,71,35,0.225,3.74,0.0449,3
2024-04-10,https://example.com/product-page,Organic Search,544,398,125,0.395,2.97,0.0171,7
2024-04-10,https://example.com/product-page,Paid Search,319,230,13,0.406,2.5,0.0387,9
2024-04-10,https://example.com/product-page,Referral,58,45,6,0.387,2.9,0.0267,1
2024-04-10,https://example.com/product-page,Social Media,209,128,23,0.678,2.6,0.0206,3
2024-04-10,https://example.com/product-page,Video Ads,31,22,0,0.458,7.1,0.0066,0
2024-04-11,https://example.com/product-page,Direct Traffic,127,88,25,0.337,5.77,0.0231,2
2024-04-11,https://example.com/product-page,Display Ads,39,27,2,0.818,1.59,0.0062,0
2024-04-11,https://example.com/product-page,Email Marketing,96,76,29,0.243,4.39,0.0493,4
2024-04-11,https://example.com/product-page,Organic Search,331,225,44,0.378,3.41,0.0215,5
2024-04-11,https://example.com/product-page,Paid Search,203,133,17,0.392,2.5,0.0538,7
2024-04-11,https://example.com/product-page,Referral,53,38,3,0.455,2.87,0.0243,1
2024-04-11,https://example.com/product-page,Social Media,200,136,38,0.644,2.32,0.009,1
2024-04-11,https://example.com/product-page,Video Ads,23,16,0,0.525,6.31,0.0135,0
2024-04-12,https://example.com/product-page,Direct Traffic,110,68,30,0.258,4.19,0.0215,1
2024-04-12,https://example.com/product-page,Display Ads,27,20,0,0.797,1.18,0.006,0
2024-04-12,https://example.com/product-page,Email Marketing,66,49,14,0.22,3.71,0.0305,1
2024-04-12,https://example.com/product-page,Organic Search,382,292,95,0.469,3.16,0.0168,5
2024-04-12,https://example.com/product-page,Paid Search,205,144,9,0.315,2.14,0.0447,6
2024-04-12,https://example.com/product-page,Referral,40,28,2,0.492,3.75,0.0213,1
2024-04-12,https://example.com/product-page,Social Media,167,109,21,0.548,1.61,0.0101,1
2024-04-12,https://example.com/product-page,Video Ads,22,13,0,0.464,7.03,0.0179,0
2024-04-13,https://example.com/product-page,Direct Traffic,122,95,33,0.277,4.19,0.0323,3
2024-04-13,https://example.com/product-page,Display Ads,33,19,1,0.769,1.12,0.0048,0
2024-04-13,https://example.com/product-page,Email Marketing,99,61,25,0.256,6.18,0.0279,2
2024-04-13,https://example.com/product-page,Organic Search,401,265,39,0.461,3.98,0.0271,7
2024-04-13,https://example.com/product-page,Paid Search,197,128,17,0.323,2.36,0.0592,8
2024-04-13,https://example.com/product-page,Referral,52,35,5,0.485,3.96,0.0214,1
2024-04-13,https://example.com/product-page,Social Media,145,109,30,0.661,1.53,0.0217,2
2024-04-13,https://example.com/product-page,Video Ads,22,16,1,0.43,5.09,0.0113,0
2024-04-14,https://example.com/product-page,Direct Traffic,75,50,17,0.288,5.18,0.0328,2
2024-04-14,https://example.com/product-page,Display Ads,22,15,1,0.695,1.69,0.008,0
2024-04-14,https://example.com/product-page,Email Marketing,46,34,10,0.236,4.54,0.0539,2
2024-04-14,https://example.com/product-page,Organic Search,210,158,45,0.372,2.8,0.0217,3
2024-04-14,https://example.com/product-page,Paid Search,116,77,11,0.376,3.4,0.0546,4
2024-04-14,https://example.com/product-page,Referral,40,30,3,0.399,2.84,0.0106,0
2024-04-14,https://example.com/product-page,Social Media,106,72,13,0.65,1.72,0.0141,1
2024-04-14,https://example.com/product-page,Video Ads,12,8,0,0.587,6.26,0.0121,0
2024-04-15,https://example.com/product-page,Direct Traffic,216,142,49,0.308,5.61,0.0387,5
2024-04-15,https://example.com/product-page,Display Ads,44,29,1,0.731,1.09,0.0062,0
2024-04-15,https://example.com/product-page,Email Marketing,102,63,22,0.207,6.03,0.0417,3
2024-04-15,https://example.com/product-page,Organic Search,502,314,90,0.458,3.97,0.0246,8
2024-04-15,https://example.com/product-page,Paid Search,342,226,25,0.32,2.67,0.0475,11
2024-04-15,https://example.com/product-page,Referral,70,53,4,0.471,3.67,0.0255,1
2024-04-15,https://example.com/product-page,Social Media,224,166,23,0.715,2.69,0.0186,3
2024-04-15,https://example.com/product-page,Video Ads,26,17,0,0.519,5.19,0.0101,0
2024-04-16,https://example.com/product-page,Direct Traffic,180,143,35,0.327,3.54,0.0525,8
2024-04-16,https://example.com/product-page,Display Ads,40,30,2,0.685,1.87,0.0108,0
2024-04-16,https://example.com/product-page,Email Marketing,96,72,32,0.206,5.73,0.0342,2
2024-04-16,https://example.com/product-page,Organic Search,540,325,78,0.448,3.66,0.0174,6
2024-04-16,https://example.com/product-page,Paid Search,353,248,29,0.285,2.92,0.0326,8
2024-04-16,https://example.com/product-page,Referral,63,41,3,0.486,3.67,0.019,1
2024-04-16,https://example.com/product-page,Social Media,206,155,39,0.486,2.44,0.0203,3
2024-04-16,https://example.com/product-page,Video Ads,27,18,0,0.572,7.76,0.0153,0
2024-04-17,https://example.com/product-page,Direct Traffic,76,50,11,0.259,4.3,0.0473,2
2024-04-17,https://example.com/product-page,Display Ads,23,18,1,0.704,1.31,0.0062,0
2024-04-17,https://example.com/product-page,Email Marketing,47,30,10,0.26,5.64,0.0492,1
2024-04-17,https://example.com/product-page,Organic Search,214,156,57,0.393,3.61,0.0196,3
2024-04-17,https://example.com/product-page,Paid Search,151,91,12,0.328,2.96,0.0244,2
2024-04-17,https://example.com/product-page,Referral,36,25,2,0.444,3.05,0.0237,1
2024-04-17,https://example.com/product-page,Social Media,111,83,15,0.555,1.66,0.0096,1
2024-04-17,https://example.com/product-page,Video Ads,15,10,0,0.488,6.09,0.014,0
2024-04-18,https://example.com/product-page,Direct Traffic,141,103,31,0.283,5.02,0.0402,4
2024-04-18,https://example.com/product-page,Display Ads,30,18,0,0.719,1.77,0.0105,0
2024-04-18,https://example.com/product-page,Email Marketing,92,72,19,0.224,5.18,0.0288,2
2024-04-18,https://example.com/product-page,Organic Search,384,245,39,0.478,3.04,0.0321,8
2024-04-18,https://example.com/product-page,Paid Search,258,195,21,0.35,2.66,0.06,12
2024-04-18,https://example.com/product-page,Referral,60,46,8,0.395,3.75,0.027,1
2024-04-18,https://example.com/product-page,Social Media,158,120,27,0.594,1.99,0.0188,2
