date,url,marketing_segment,page_visits,unique_visitors,return_visitors
2024-05-05,https://example.com/product-page,Paid Search,159,100,5
2024-05-05,https://example.com/product-page,Referral,46,32,4
2024-05-05,https://example.com/product-page,Social Media,121,88,24
2024-05-05,https://example.com/product-page,Video Ads,17,13,0
2024-05-06,https://example.com/product-page,Direct Traffic,123,94,51
2024-05-06,https://example.com/product-page,Display Ads,31,20,0
2024-05-06,https://example.com/product-page,Email Marketing,84,57,22
2024-05-06,https://example.com/product-page,Organic Search,336,264,90
2024-05-06,https://example.com/product-page,Paid Search,161,109,11
2024-05-06,https://example.com/product-page,Referral,41,30,3
2024-05-06,https://example.com/product-page,Social Media,144,91,24
2024-05-06,https://example.com/product-page,Video Ads,16,9,0
2024-05-07,https://example.com/product-page,Direct Traffic,91,58,23
2024-05-07,https://example.com/product-page,Display Ads,32,23,1
2024-05-07,https://example.com/product-page,Email Marketing,75,48,9
2024-05-07,https://example.com/product-page,Organic Search,345,242,40
2024-05-07,https://example.com/product-page,Paid Search,150,90,5
2024-05-07,https://example.com/product-page,Referral,43,27,2
2024-05-07,https://example.com/product-page,Social Media,156,101,17
2024-05-07,https://example.com/product-page,Video Ads,17,11,0
2024-05-08,https://example.com/product-page,Direct Traffic,169,106,50
2024-05-08,https://example.com/product-page,Display Ads,36,27,1
2024-05-08,https://example.com/product-page,Email Marketing,106,71,34
2024-05-08,https://example.com/product-page,Organic Search,458,320,72
2024-05-08,https://example.com/product-page,Paid Search,346,251,25
2024-05-08,https://example.com/product-page,Referral,66,46,6
2024-05-08,https://example.com/product-page,Social Media,191,137,16
2024-05-08,https://example.com/product-page,Video Ads,29,20,1
2024-05-09,https://example.com/product-page,Direct Traffic,167,126,47
2024-05-09,https://example.com/product-page,Display Ads,50,39,2
2024-05-09,https://example.com/product-page,Email Marketing,104,80,38
2024-05-09,https://example.com/product-page,Organic Search,563,366,46
2024-05-09,https://example.com/product-page,Paid Search,325,229,30
2024-05-09,https://example.com/product-page,Referral,73,44,5
2024-05-09,https://example.com/product-page,Social Media,253,194,38
2024-05-09,https://example.com/product-page,Video Ads,24,18,0
2024-05-10,https://example.com/product-page,Direct Traffic,144,96,33
2024-05-10,https://example.com/product-page,Display Ads,32,20,1
2024-05-10,https://example.com/product-page,Email Marketing,89,59,19
2024-05-10,https://example.com/product-page,Organic Search,391,285,40
2024-05-10,https://example.com/product-page,Paid Search,257,195,18
2024-05-10,https://example.com/product-page,Referral,73,53,9
2024-05-10,https://example.com/product-page,Social Media,243,172,28
2024-05-10,https://example.com/product-page,Video Ads,26,15,0
2024-05-11,https://example.com/product-page,Direct Traffic,89,65,29
2024-05-11,https://example.com/product-page,Display Ads,28,20,1
2024-05-11,https://example.com/product-page,Email Marketing,76,48,11
2024-05-11,https://example.com/product-page,Organic Search,336,238,33
2024-05-11,https://example.com/product-page,Paid Search,192,137,17
2024-05-11,https://example.com/product-page,Referral,50,37,7
2024-05-11,https://example.com/product-page,Social Media,143,108,21
2024-05-11,https://example.com/product-page,Video Ads,20,14,0
2024-05-12,https://example.com/product-page,Direct Traffic,88,54,25
2024-05-12,https://example.com/product-page,Display Ads,22,17,1
2024-05-12,https://example.com/product-page,Email Marketing,64,48,19
2024-05-12,https://example.com/product-page,Organic Search,320,209,36
2024-05-12,https://example.com/product-page,Paid Search,155,100,7
2024-05-12,https://example.com/product-page,Referral,47,30,5
2024-05-12,https://example.com/product-page,Social Media,122,95,19
2024-05-12,https://example.com/product-page,Video Ads,15,9,0
2024-05-13,https://example.com/product-page,Direct Traffic,92,68,23
2024-05-13,https://example.com/product-page,Display Ads,28,17,1
2024-05-13,https://example.com/product-page,Email Marketing,71,43,11
2024-05-13,https://example.com/product-page,Organic Search,348,224,61
2024-05-13,https://example.com/product-page,Paid Search,167,122,16
2024-05-13,https://example.com/product-page,Referral,37,28,3
2024-05-13,https://example.com/product-page,Social Media,154,115,15
2024-05-13,https://example.com/product-page,Video Ads,17,13,0
2024-05-14,https://example.com/product-page,Direct Traffic,182,138,74
2024-05-14,https://example.com/product-page,Display Ads,39,29,2
2024-05-14,https://example.com/product-page,Email Marketing,132,85,16
2024-05-14,https://example.com/product-page,Organic Search,579,442,148
2024-05-14,https://example.com/product-page,Paid Search,248,177,10
2024-05-14,https://example.com/product-page,Referral,66,41,3
2024-05-14,https://example.com/product-page,Social Media,173,138,22
2024-05-14,https://example.com/product-page,Video Ads,25,18,0
2024-05-15,https://example.com/product-page,Direct Traffic,157,112,48
2024-05-15,https://example.com/product-page,Display Ads,35,27,3
2024-05-15,https://example.com/product-page,Email Marketing,109,81,26
2024-05-15,https://example.com/product-page,Organic Search,322,242,67
2024-05-15,https://example.com/product-page,Paid Search,252,153,20
2024-05-15,https://example.com/product-page,Referral,61,41,4
2024-05-15,https://example.com/product-page,Social Media,179,127,28
2024-05-15,https://example.com/product-page,Video Ads,21,14,0
2024-05-16,https://example.com/product-page,Direct Traffic,177,130,62
2024-05-16,https://example.com/product-page,Display Ads,48,33,3
2024-05-16,https://example.com/product-page,Email Marketing,125,81,18
2024-05-16,https://example.com/product-page,Organic Search,563,404,55
2024-05-16,https://example.com/product-page,Paid Search,291,213,25
2024-05-16,https://example.com/product-page,Referral,78,56,5
2024-05-16,https://example.com/product-page,Social Media,211,166,22
2024-05-16,https://example.com/product-page,Video Ads,33,20,0
2024-05-17,https://example.com/product-page,Direct Traffic,138,98,30
2024-05-17,https://example.com/product-page,Display Ads,38,23,2
2024-05-17,https://example.com/product-page,Email Marketing,125,89,34
2024-05-17,https://example.com/product-page,Organic Search,521,376,112
2024-05-17,https://example.com/product-page,Paid Search,304,231,33
2024-05-17,https://example.com/product-page,Referral,63,38,3
2024-05-17,https://example.com/product-page,Social Media,203,141,25
2024-05-17,https://example.com/product-page,Video Ads,30,23,1
2024-05-18,https://example.com/product-page,Direct Traffic,130,90,48
2024-05-18,https://example.com/product-page,Display Ads,32,19,1
2024-05-18,https://example.com/product-page,Email Marketing,60,40,7
2024-05-18,https://example.com/product-page,Organic Search,369,235,72
2024-05-18,https://example.com/product-page,Paid Search,167,127,19
2024-05-18,https://example.com/product-page,Referral,54,41,8
2024-05-18,https://example.com/product-page,Social Media,111,86,19
2024-05-18,https://example.com/product-page,Video Ads,15,9,0
2024-05-19,https://example.com/product-page,Direct Traffic,85,64,21
2024-05-19,https://example.com/product-page,Display Ads,19,12,1
2024-05-19,https://example.com/product-page,Email Marketing,57,36,7
2024-05-19,https://example.com/product-page,Organic Search,270,176,26
2024-05-19,https://example.com/product-page,Paid Search,135,84,12
2024-05-19,https://example.com/product-page,Referral,35,23,4
2024-05-19,https://example.com/product-page,Social Media,129,102,19
2024-05-19,https://example.com/product-page,Video Ads,13,8,0
2024-05-20,https://example.com/product-page,Direct Traffic,73,50,16
2024-05-20,https://example.com/product-page,Display Ads,23,17,1
2024-05-20,https://example.com/product-page,Email Marketing,66,40,12
2024-05-20,https://example.com/product-page,Organic Search,264,200,31
2024-05-20,https://example.com/product-page,Paid Search,152,106,6
2024-05-20,https://example.com/product-page,Referral,36,26,4
2024-05-20,https://example.com/product-page,Social Media,116,75,14
2024-05-20,https://example.com/product-page,Video Ads,13,9,0
2024-05-21,https://example.com/product-page,Direct Traffic,131,101,36
2024-05-21,https://example.com/product-page,Display Ads,30,21,1
2024-05-21,https://example.com/product-page,Email Marketing,86,59,26
2024-05-21,https://example.com/product-page,Organic Search,483,375,81
2024-05-21,https://example.com/product-page,Paid Search,203,141,17
2024-05-21,https://example.com/product-page,Referral,49,31,6
2024-05-21,https://example.com/product-page,Social Media,172,119,31
2024-05-21,https://example.com/product-page,Video Ads,23,16,0
2024-05-22,https://example.com/product-page,Direct Traffic,96,76,32
2024-05-22,https://example.com/product-page,Display Ads,23,17,0
2024-05-22,https://example.com/product-page,Email Marketing,47,31,14
2024-05-22,https://example.com/product-page,Organic Search,257,161,43
2024-05-22,https://example.com/product-page,Paid Search,120,78,5
2024-05-22,https://example.com/product-page,Referral,32,19,3
2024-05-22,https://example.com/product-page,Social Media,90,68,10
2024-05-22,https://example.com/product-page,Video Ads,14,9,0
2024-05-23,https://example.com/product-page,Direct Traffic,163,109,25
2024-05-23,https://example.com/product-page,Display Ads,48,33,2
2024-05-23,https://example.com/product-page,Email Marketing,110,86,16
2024-05-23,https://example.com/product-page,Organic Search,558,362,69
2024-05-23,https://example.com/product-page,Paid Search,222,171,22
2024-05-23,https://example.com/product-page,Referral,63,40,4
2024-05-23,https://example.com/product-page,Social Media,218,163,21
2024-05-23,https://example.com/product-page,Video Ads,30,18,0
2024-05-24,https://example.com/product-page,Direct Traffic,205,160,64
2024-05-24,https://example.com/product-page,Display Ads,42,25,1
2024-05-24,https://example.com/product-page,Email Marketing,131,79,14
2024-05-24,https://example.com/product-page,Organic Search,687,517,116
2024-05-24,https://example.com/product-page,Paid Search,370,234,12
2024-05-24,https://example.com/product-page,Referral,83,57,11
2024-05-24,https://example.com/product-page,Social Media,216,144,29
2024-05-24,https://example.com/product-page,Video Ads,29,17,1
2024-05-25,https://example.com/product-page,Direct Traffic,78,50,23
2024-05-25,https://example.com/product-page,Display Ads,17,12,0
2024-05-25,https://example.com/product-page,Email Marketing,48,37,11
2024-05-25,https://example.com/product-page,Organic Search,175,126,24
2024-05-25,https://example.com/product-page,Paid Search,102,68,8
2024-05-25,https://example.com/product-page,Referral,24,14,2
2024-05-25,https://example.com/product-page,Social Media,84,63,7
2024-05-25,https://example.com/product-page,Video Ads,11,6,0
2024-05-26,https://example.com/product-page,Direct Traffic,98,77,15
2024-05-26,https://example.com/product-page,Display Ads,22,15,0
2024-05-26,https://example.com/product-page,Email Marketing,78,57,22
2024-05-26,https://example.com/product-page,Organic Search,286,206,60
2024-05-26,https://example.com/product-page,Paid Search,167,128,18
2024-05-26,https://example.com/product-page,Referral,54,35,4
2024-05-26,https://example.com/product-page,Social Media,156,116,18
2024-05-26,https://example.com/product-page,Video Ads,16,12,0
2024-05-27,https://example.com/product-page,Direct Traffic,142,99,29
2024-05-27,https://example.com/product-page,Display Ads,41,30,1
2024-05-27,https://example.com/product-page,Email Marketing,95,69,30
2024-05-27,https://example.com/product-page,Organic Search,371,250,89
2024-05-27,https://example.com/product-page,Paid Search,200,123,8
2024-05-27,https://example.com/product-page,Referral,66,47,9
2024-05-27,https://example.com/product-page,Social Media,188,118,34
2024-05-27,https://example.com/product-page,Video Ads,19,12,0
2024-05-28,https://example.com/product-page,Direct Traffic,89,68,16
2024-05-28,https://example.com/product-page,Display Ads,22,13,0
2024-05-28,https://example.com/product-page,Email Marketing,67,47,12
2024-05-28,https://example.com/product-page,Organic Search,309,240,84
2024-05-28,https://example.com/product-page,Paid Search,141,104,8
2024-05-28,https://example.com/product-page,Referral,38,25,4
2024-05-28,https://example.com/product-page,Social Media,100,63,10
2024-05-28,https://example.com/product-page,Video Ads,15,11,0
2024-05-29,https://example.com/product-page,Direct Traffic,77,58,30
2024-05-29,https://example.com/product-page,Display Ads,19,13,1
2024-05-29,https://example.com/product-page,Email Marketing,53,37,12
2024-05-29,https://example.com/product-page,Organic Search,305,223,79
2024-05-29,https://example.com/product-page,Paid Search,180,128,14
2024-05-29,https://example.com/product-page,Referral,33,26,2
2024-05-29,https://example.com/product-page,Social Media,138,93,15
2024-05-29,https://example.com/product-page,Video Ads,12,8,0
2024-05-30,https://example.com/product-page,Direct Traffic,97,67,19
2024-05-30,https://example.com/product-page,Display Ads,22,14,0
2024-05-30,https://example.com/product-page,Email Marketing,62,40,15
2024-05-30,https://example.com/product-page,Organic Search,308,235,87
2024-05-30,https://example.com/product-page,Paid Search,135,107,9
2024-05-30,https://example.com/product-page,Referral,35,26,5
2024-05-30,https://example.com/product-page,Social Media,105,64,7
2024-05-30,https://example.com/product-page,Video Ads,16,10,0
2024-05-31,https://example.com/product-page,Direct Traffic,151,99,56
2024-05-31,https://example.com/product-page,Display Ads,37,23,2
2024-05-31,https://example.com/product-page,Email Marketing,87,68,28
2024-05-31,https://example.com/product-page,Organic Search,374,259,63
2024-05-31,https://example.com/product-page,Paid Search,291,187,16
2024-05-31,https://example.com/product-page,Referral,65,39,5
2024-05-31,https://example.com/product-page,Social Media,216,165,29
2024-05-31,https://example.com/product-page,Video Ads,30,21,1
2024-06-01,https://example.com/product-page,Direct Traffic,105,75,26
2024-06-01,https://example.com/product-page,Display Ads,19,12,0
2024-06-01,https://example.com/product-page,Email Marketing,56,34,10
2024-06-01,https://example.com/product-page,Organic Search,231,166,59
2024-06-01,https://example.com/product-page,Paid Search,166,102,8
2024-06-01,https://example.com/product-page,Referral,37,27,4
2024-06-01,https://example.com/product-page,Social Media,119,80,21
2024-06-01,https://example.com/product-page,Video Ads,13,9,0
2024-06-02,https://example.com/product-page,Direct Traffic,95,74,41
2024-06-02,https://example.com/product-page,Display Ads,19,14,1
2024-06-02,https://example.com/product-page,Email Marketing,57,41,12
2024-06-02,https://example.com/product-page,Organic Search,232,147,50
2024-06-02,https://example.com/product-page,Paid Search,140,90,9
2024-06-02,https://example.com/product-page,Referral,37,26,4
2024-06-02,https://example.com/product-page,Social Media,112,88,12
2024-06-02,https://example.com/product-page,Video Ads,11,8,0
2024-06-03,https://example.com/product-page,Direct Traffic,106,69,13
2024-06-03,https://example.com/product-page,Display Ads,36,28,2
2024-06-03,https://example.com/product-page,Email Marketing,103,81,25
2024-06-03,https://example.com/product-page,Organic Search,360,281,52
2024-06-03,https://example.com/product-page,Paid Search,246,171,17
2024-06-03,https://example.com/product-page,Referral,59,39,6
2024-06-03,https://example.com/product-page,Social Media,150,107,17
2024-06-03,https://example.com/product-page,Video Ads,24,15,1
2024-06-04,https://example.com/product-page,Direct Traffic,154,109,39
2024-06-04,https://example.com/product-page,Display Ads,40,24,0
2024-06-04,https://example.com/product-page,Email Marketing,96,60,19
2024-06-04,https://example.com/product-page,Organic Search,395,284,82
2024-06-04,https://example.com/product-page,Paid Search,299,186,26
2024-06-04,https://example.com/product-page,Referral,76,59,5
2024-06-04,https://example.com/product-page,Social Media,182,131,18
2024-06-04,https://example.com/product-page,Video Ads,29,20,0
2024-06-05,https://example.com/product-page,Direct Traffic,100,75,24
2024-06-05,https://example.com/product-page,Display Ads,33,21,2
2024-06-05,https://example.com/product-page,Email Marketing,68,48,15
2024-06-05,https://example.com/product-page,Organic Search,418,328,75
2024-06-05,https://example.com/product-page,Paid Search,171,103,11
2024-06-05,https://example.com/product-page,Referral,62,43,5
2024-06-05,https://example.com/product-page,Social Media,149,90,19
2024-06-05,https://example.com/product-page,Video Ads,19,13,0
2024-06-06,https://example.com/product-page,Direct Traffic,113,87,20
2024-06-06,https://example.com/product-page,Display Ads,28,19,1
2024-06-06,https://example.com/product-page,Email Marketing,71,53,10
2024-06-06,https://example.com/product-page,Organic Search,342,262,85
2024-06-06,https://example.com/product-page,Paid Search,179,115,15
2024-06-06,https://example.com/product-page,Referral,50,34,4
2024-06-06,https://example.com/product-page,Social Media,177,109,20
2024-06-06,https://example.com/product-page,Video Ads,20,15,0
2024-06-07,https://example.com/product-page,Direct Traffic,136,88,48
2024-06-07,https://example.com/product-page,Display Ads,36,26,2
2024-06-07,https://example.com/product-page,Email Marketing,99,65,16
2024-06-07,https://example.com/product-page,Organic Search,342,229,52
2024-06-07,https://example.com/product-page,Paid Search,231,141,7
2024-06-07,https://example.com/product-page,Referral,52,33,5
2024-06-07,https://example.com/product-page,Social Media,154,113,15
2024-06-07,https://example.com/product-page,Video Ads,20,12,0
2024-06-08,https://example.com/product-page,Direct Traffic,95,67,36
2024-06-08,https://example.com/product-page,Display Ads,23,17,0
2024-06-08,https://example.com/product-page,Email Marketing,55,38,14
2024-06-08,https://example.com/product-page,Organic Search,248,182,35
2024-06-08,https://example.com/product-page,Paid Search,125,99,6
2024-06-08,https://example.com/product-page,Referral,36,24,2
2024-06-08,https://example.com/product-page,Social Media,134,106,27
2024-06-08,https://example.com/product-page,Video Ads,17,12,0
2024-06-09,https://example.com/product-page,Direct Traffic,138,85,21
2024-06-09,https://example.com/product-page,Display Ads,31,22,1
2024-06-09,https://example.com/product-page,Email Marketing,95,69,32
2024-06-09,https://example.com/product-page,Organic Search,283,216,29
2024-06-09,https://example.com/product-page,Paid Search,232,185,14
2024-06-09,https://example.com/product-page,Referral,46,33,5
2024-06-09,https://example.com/product-page,Social Media,133,100,15
2024-06-09,https://example.com/product-page,Video Ads,19,12,0
2024-06-10,https://example.com/product-page,Direct Traffic,159,96,47
2024-06-10,https://example.com/product-page,Display Ads,29,18,0
2024-06-10,https://example.com/product-page,Email Marketing,87,60,30
2024-06-10,https://example.com/product-page,Organic Search,364,268,49
2024-06-10,https://example.com/product-page,Paid Search,245,183,13
2024-06-10,https://example.com/product-page,Referral,54,37,2
2024-06-10,https://example.com/product-page,Social Media,144,90,19
2024-06-10,https://example.com/product-page,Video Ads,24,16,0
2024-06-11,https://example.com/product-page,Direct Traffic,122,81,45
2024-06-11,https://example.com/product-page,Display Ads,34,25,2
2024-06-11,https://example.com/product-page,Email Marketing,75,47,19
2024-06-11,https://example.com/product-page,Organic Search,364,288,39
2024-06-11,https://example.com/product-page,Paid Search,226,161,17
2024-06-11,https://example.com/product-page,Referral,44,31,5
2024-06-11,https://example.com/product-page,Social Media,146,89,10
2024-06-11,https://example.com/product-page,Video Ads,20,15,0
2024-06-12,https://example.com/product-page,Direct Traffic,115,81,27
2024-06-12,https://example.com/product-page,Display Ads,26,19,1
2024-06-12,https://example.com/product-page,Email Marketing,61,37,17
2024-06-12,https://example.com/product-page,Organic Search,252,164,29
2024-06-12,https://example.com/product-page,Paid Search,192,139,15
2024-06-12,https://example.com/product-page,Referral,52,37,3
2024-06-12,https://example.com/product-page,Social Media,109,81,13
2024-06-12,https://example.com/product-page,Video Ads,15,9,0
2024-06-13,https://example.com/product-page,Direct Traffic,100,67,19
2024-06-13,https://example.com/product-page,Display Ads,24,18,2
2024-06-13,https://example.com/product-page,Email Marketing,54,35,7
2024-06-13,https://example.com/product-page,Organic Search,227,160,54
2024-06-13,https://example.com/product-page,Paid Search,190,135,13
2024-06-13,https://example.com/product-page,Referral,35,27,3
2024-06-13,https://example.com/product-page,Social Media,100,70,12
2024-06-13,https://example.com/product-page,Video Ads,16,12,0
2024-06-14,https://example.com/product-page,Direct Traffic,118,87,43
2024-06-14,https://example.com/product-page,Display Ads,25,17,1
2024-06-14,https://example.com/product-page,Email Marketing,84,58,24
2024-06-14,https://example.com/product-page,Organic Search,296,201,58
2024-06-14,https://example.com/product-page,Paid Search,197,130,8
2024-06-14,https://example.com/product-page,Referral,48,30,2
2024-06-14,https://example.com/product-page,Social Media,145,90,19
2024-06-14,https://example.com/product-page,Video Ads,20,12,0
2024-06-15,https://example.com/product-page,Direct Traffic,111,77,36
2024-06-15,https://example.com/product-page,Display Ads,37,24,2
2024-06-15,https://example.com/product-page,Email Marketing,82,54,21
2024-06-15,https://example.com/product-page,Organic Search,405,249,34
2024-06-15,https://example.com/product-page,Paid Search,192,137,14
2024-06-15,https://example.com/product-page,Referral,66,50,8
2024-06-15,https://example.com/product-page,Social Media,152,110,29
2024-06-15,https://example.com/product-page,Video Ads,22,14,0
2024-06-16,https://example.com/product-page,Direct Traffic,84,57,28
2024-06-16,https://example.com/product-page,Display Ads,23,15,0
2024-06-16,https://example.com/product-page,Email Marketing,51,34,17
2024-06-16,https://example.com/product-page,Organic Search,234,157,55
2024-06-16,https://example.com/product-page,Paid Search,105,69,3
2024-06-16,https://example.com/product-page,Referral,29,18,2
2024-06-16,https://example.com/product-page,Social Media,108,79,13
2024-06-16,https://example.com/product-page,Video Ads,12,8,0
2024-06-17,https://example.com/product-page,Direct Traffic,84,66,30
2024-06-17,https://example.com/product-page,Display Ads,17,10,0
2024-06-17,https://example.com/product-page,Email Marketing,59,37,12
2024-06-17,https://example.com/product-page,Organic Search,210,130,44
2024-06-17,https://example.com/product-page,Paid Search,121,81,9
2024-06-17,https://example.com/product-page,Referral,32,22,2
2024-06-17,https://example.com/product-page,Social Media,91,66,7
2024-06-17,https://example.com/product-page,Video Ads,10,7,0
2024-06-18,https://example.com/product-page,Direct Traffic,113,88,31
2024-06-18,https://example.com/product-page,Display Ads,32,24,2
2024-06-18,https://example.com/product-page,Email Marketing,67,42,9
2024-06-18,https://example.com/product-page,Organic Search,264,187,51
2024-06-18,https://example.com/product-page,Paid Search,210,150,12
2024-06-18,https://example.com/product-page,Referral,44,31,2
2024-06-18,https://example.com/product-page,Social Media,154,109,12
2024-06-18,https://example.com/product-page,Video Ads,20,12,0
2024-06-19,https://example.com/product-page,Direct Traffic,148,104,44
2024-06-19,https://example.com/product-page,Display Ads,46,28,2
2024-06-19,https://example.com/product-page,Email Marketing,121,88,30
2024-06-19,https://example.com/product-page,Organic Search,502,329,118
2024-06-19,https://example.com/product-page,Paid Search,219,169,24
2024-06-19,https://example.com/product-page,Referral,72,56,4
2024-06-19,https://example.com/product-page,Social Media,168,125,13
2024-06-19,https://example.com/product-page,Video Ads,23,14,0
2024-06-20,https://example.com/product-page,Direct Traffic,155,118,51
2024-06-20,https://example.com/product-page,Display Ads,35,23,2
2024-06-20,https://example.com/product-page,Email Marketing,86,65,23
2024-06-20,https://example.com/product-page,Organic Search,423,286,39
2024-06-20,https://example.com/product-page,Paid Search,238,185,16
2024-06-20,https://example.com/product-page,Referral,64,46,8
2024-06-20,https://example.com/product-page,Social Media,152,104,11
2024-06-20,https://example.com/product-page,Video Ads,23,16,0
2024-06-21,https://example.com/product-page,Direct Traffic,132,84,23
2024-06-21,https://example.com/product-page,Display Ads,43,27,2
2024-06-21,https://example.com/product-page,Email Marketing,97,59,18
2024-06-21,https://example.com/product-page,Organic Search,391,239,65
2024-06-21,https://example.com/product-page,Paid Search,283,199,14
2024-06-21,https://example.com/product-page,Referral,64,44,5
2024-06-21,https://example.com/product-page,Social Media,204,125,23
2024-06-21,https://example.com/product-page,Video Ads,21,12,0
2024-06-22,https://example.com/product-page,Direct Traffic,128,77,44
2024-06-22,https://example.com/product-page,Display Ads,30,19,1
2024-06-22,https://example.com/product-page,Email Marketing,92,60,12
2024-06-22,https://example.com/product-page,Organic Search,363,281,74
2024-06-22,https://example.com/product-page,Paid Search,239,145,8
2024-06-22,https://example.com/product-page,Referral,43,26,2
2024-06-22,https://example.com/product-page,Social Media,124,78,16
2024-06-22,https://example.com/product-page,Video Ads,24,17,1
2024-06-23,https://example.com/product-page,Direct Traffic,76,48,11
2024-06-23,https://example.com/product-page,Display Ads,17,10,1
2024-06-23,https://example.com/product-page,Email Marketing,64,46,19
2024-06-23,https://example.com/product-page,Organic Search,242,148,18
2024-06-23,https://example.com/product-page,Paid Search,144,104,9
2024-06-23,https://example.com/product-page,Referral,31,21,2
2024-06-23,https://example.com/product-page,Social Media,101,68,7
2024-06-23,https://example.com/product-page,Video Ads,14,9,0
2024-06-24,https://example.com/product-page,Direct Traffic,87,59,21
2024-06-24,https://example.com/product-page,Display Ads,25,19,1
2024-06-24,https://example.com/product-page,Email Marketing,78,49,22
2024-06-24,https://example.com/product-page,Organic Search,337,207,40
2024-06-24,https://example.com/product-page,Paid Search,154,116,17
2024-06-24,https://example.com/product-page,Referral,38,28,3
2024-06-24,https://example.com/product-page,Social Media,110,85,22
2024-06-24,https://example.com/product-page,Video Ads,18,11,0
2024-06-25,https://example.com/product-page,Direct Traffic,138,107,60
2024-06-25,https://example.com/product-page,Display Ads,27,19,1
2024-06-25,https://example.com/product-page,Email Marketing,93,59,17
2024-06-25,https://example.com/product-page,Organic Search,348,236,60
2024-06-25,https://example.com/product-page,Paid Search,233,146,17
2024-06-25,https://example.com/product-page,Referral,52,36,4
2024-06-25,https://example.com/product-page,Social Media,140,87,11
2024-06-25,https://example.com/product-page,Video Ads,16,11,0
2024-06-26,https://example.com/product-page,Direct Traffic,99,75,37
2024-06-26,https://example.com/product-page,Display Ads,24,15,0
2024-06-26,https://example.com/product-page,Email Marketing,67,46,10
2024-06-26,https://example.com/product-page,Organic Search,289,185,57
2024-06-26,https://example.com/product-page,Paid Search,130,87,11
2024-06-26,https://example.com/product-page,Referral,36,24,3
2024-06-26,https://example.com/product-page,Social Media,123,80,19
2024-06-26,https://example.com/product-page,Video Ads,16,10,0
2024-06-27,https://example.com/product-page,Direct Traffic,108,65,35
2024-06-27,https://example.com/product-page,Display Ads,36,25,1
2024-06-27,https://example.com/product-page,Email Marketing,85,66,25
2024-06-27,https://example.com/product-page,Organic Search,424,269,65
2024-06-27,https://example.com/product-page,Paid Search,172,124,13
2024-06-27,https://example.com/product-page,Referral,57,39,7
2024-06-27,https://example.com/product-page,Social Media,148,104,29
2024-06-27,https://example.com/product-page,Video Ads,18,11,0
2024-06-28,https://example.com/product-page,Direct Traffic,99,65,23
2024-06-28,https://example.com/product-page,Display Ads,22,13,1
2024-06-28,https://example.com/product-page,Email Marketing,84,50,20
2024-06-28,https://example.com/product-page,Organic Search,303,215,58
2024-06-28,https://example.com/product-page,Paid Search,182,131,7
2024-06-28,https://example.com/product-page,Referral,50,37,7
2024-06-28,https://example.com/product-page,Social Media,117,74,15
2024-06-28,https://example.com/product-page,Video Ads,18,12,0
2024-06-29,https://example.com/product-page,Direct Traffic,79,60,24
2024-06-29,https://example.com/product-page,Display Ads,20,15,1
2024-06-29,https://example.com/product-page,Email Marketing,66,42,18
2024-06-29,https://example.com/product-page,Organic Search,324,241,47
2024-06-29,https://example.com/product-page,Paid Search,178,108,7
2024-06-29,https://example.com/product-page,Referral,42,27,3
2024-06-29,https://example.com/product-page,Social Media,134,87,12
2024-06-29,https://example.com/product-page,Video Ads,18,11,0
2024-06-30,https://example.com/product-page,Direct Traffic,87,57,21
2024-06-30,https://example.com/product-page,Display Ads,24,18,1
2024-06-30,https://example.com/product-page,Email Marketing,61,45,11
2024-06-30,https://example.com/product-page,Organic Search,282,208,76
2024-06-30,https://example.com/product-page,Paid Search,139,87,10
2024-06-30,https://example.com/product-page,Referral,35,22,2
2024-06-30,https://example.com/product-page,Social Media,119,85,12
2024-06-30,https://example.com/product-page,Video Ads,16,12,0
2024-07-01,https://example.com/product-page,Direct Traffic,95,71,18
2024-07-01,https://example.com/product-page,Display Ads,20,12,0
2024-07-01,https://example.com/product-page,Email Marketing,59,46,19
2024-07-01,https://example.com/product-page,Organic Search,200,139,21
2024-07-01,https://example.com/product-page,Paid Search,125,82,10
2024-07-01,https://example.com/product-page,Referral,32,22,3
2024-07-01,https://example.com/product-page,Social Media,120,79,21
2024-07-01,https://example.com/product-page,Video Ads,15,11,0
2024-07-02,https://example.com/product-page,Direct Traffic,98,73,34
2024-07-02,https://example.com/product-page,Display Ads,26,17,0
2024-07-02,https://example.com/product-page,Email Marketing,54,41,9
2024-07-02,https://example.com/product-page,Organic Search,314,209,60
2024-07-02,https://example.com/product-page,Paid Search,167,127,18
2024-07-02,https://example.com/product-page,Referral,31,23,3
2024-07-02,https://example.com/product-page,Social Media,105,81,10
2024-07-02,https://example.com/product-page,Video Ads,17,12,0
2024-07-03,https://example.com/product-page,Direct Traffic,113,87,42
2024-07-03,https://example.com/product-page,Display Ads,31,20,1
2024-07-03,https://example.com/product-page,Email Marketing,67,45,21
2024-07-03,https://example.com/product-page,Organic Search,366,253,84
2024-07-03,https://example.com/product-page,Paid Search,227,168,10
2024-07-03,https://example.com/product-page,Referral,41,32,5
2024-07-03,https://example.com/product-page,Social Media,171,125,29
2024-07-03,https://example.com/product-page,Video Ads,23,15,0
2024-07-04,https://example.com/product-page,Direct Traffic,156,121,48
2024-07-04,https://example.com/product-page,Display Ads,41,28,2
2024-07-04,https://example.com/product-page,Email Marketing,107,67,34
2024-07-04,https://example.com/product-page,Organic Search,447,280,35
2024-07-04,https://example.com/product-page,Paid Search,271,215,18
